MTU,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,350,n/e,n/e,n/e,634,0,124,n/e,n/e,n/e,538,,5816,2268,n/e,38206,n/e,n/e,3015,198,430,4665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,350,n/e,n/e,n/e,845,0,124,n/e,n/e,n/e,1289,,6010,2271,n/e,38637,n/e,n/e,1227,202,625,4229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,352,n/e,n/e,n/e,847,0,124,n/e,n/e,n/e,1489,,6030,2298,n/e,38495,n/e,n/e,405,204,638,3899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,351,n/e,n/e,n/e,725,0,124,n/e,n/e,n/e,939,,5906,2285,n/e,38203,n/e,n/e,257,206,762,3748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,351,n/e,n/e,n/e,751,0,124,n/e,n/e,n/e,1381,,5910,2358,n/e,37857,n/e,n/e,0,207,745,4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,352,n/e,n/e,n/e,784,0,124,n/e,n/e,n/e,1333,,5996,2404,n/e,37177,n/e,n/e,0,210,660,4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,354,n/e,n/e,n/e,765,0,123,n/e,n/e,n/e,1168,,5906,2323,n/e,36154,n/e,n/e,0,212,696,4276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,354,n/e,n/e,n/e,721,0,124,n/e,n/e,n/e,596,,5818,2056,n/e,35854,n/e,n/e,0,212,707,4343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,352,n/e,n/e,n/e,437,0,128,n/e,n/e,n/e,,536,5610,1767,n/e,35121,n/e,n/e,0,213,824,4839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,343,n/e,n/e,n/e,435,0,250,n/e,n/e,n/e,,1452,5369,1745,n/e,34702,n/e,n/e,0,207,989,5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,342,n/e,n/e,n/e,435,0,253,n/e,n/e,n/e,,1615,5263,1711,n/e,34519,n/e,n/e,0,202,919,4836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,352,n/e,n/e,n/e,427,0,254,n/e,n/e,n/e,,964,5361,1744,n/e,34420,n/e,n/e,438,200,733,4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,355,n/e,n/e,n/e,430,0,158,n/e,n/e,n/e,,632,5328,1758,n/e,34102,n/e,n/e,1163,200,644,4483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,353,n/e,n/e,n/e,432,0,124,n/e,n/e,n/e,,1088,5290,1788,n/e,34515,n/e,n/e,2786,197,545,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,354,n/e,n/e,n/e,430,0,123,n/e,n/e,n/e,,1088,5227,1796,n/e,34491,n/e,n/e,4468,197,475,3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,352,n/e,n/e,n/e,433,0,123,n/e,n/e,n/e,,1201,5183,1754,n/e,33470,n/e,n/e,5679,197,511,3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,355,n/e,n/e,n/e,432,0,124,n/e,n/e,n/e,,1185,5312,1768,n/e,30335,n/e,n/e,6595,195,425,3068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,353,n/e,n/e,n/e,435,0,123,n/e,n/e,n/e,,1216,5273,1756,n/e,28545,n/e,n/e,7110,195,376,2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,353,n/e,n/e,n/e,435,0,123,n/e,n/e,n/e,,1274,5375,1761,n/e,27275,n/e,n/e,7805,199,336,3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,348,n/e,n/e,n/e,434,0,123,n/e,n/e,n/e,,1472,5355,1772,n/e,25314,n/e,n/e,7927,199,397,3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,349,n/e,n/e,n/e,432,0,124,n/e,n/e,n/e,,1378,5371,1761,n/e,25739,n/e,n/e,7586,199,468,3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,354,n/e,n/e,n/e,426,0,124,n/e,n/e,n/e,,1033,5304,1747,n/e,27289,n/e,n/e,6694,201,444,3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,352,n/e,n/e,n/e,426,0,124,n/e,n/e,n/e,,192,5270,1813,n/e,31509,n/e,n/e,5516,199,426,4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,354,n/e,n/e,n/e,422,0,124,n/e,n/e,n/e,,406,5381,1912,n/e,34144,n/e,n/e,3902,200,419,4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,356,n/e,n/e,n/e,430,0,124,n/e,n/e,n/e,,155,5582,1989,n/e,35968,n/e,n/e,2267,199,374,3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,356,n/e,n/e,n/e,432,0,124,n/e,n/e,n/e,688,,5702,2274,n/e,36449,n/e,n/e,980,204,341,3589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,356,n/e,n/e,n/e,432,0,124,n/e,n/e,n/e,1619,,5765,2399,n/e,36926,n/e,n/e,384,201,311,3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,356,n/e,n/e,n/e,430,0,124,n/e,n/e,n/e,2455,,5982,2621,n/e,36830,n/e,n/e,245,194,274,2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,354,n/e,n/e,n/e,429,0,124,n/e,n/e,n/e,2447,,5951,2530,n/e,36805,n/e,n/e,0,195,226,2675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,356,n/e,n/e,n/e,429,0,123,n/e,n/e,n/e,1792,,5776,2455,n/e,36800,n/e,n/e,0,196,169,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,347,n/e,n/e,n/e,429,0,123,n/e,n/e,n/e,1377,,5706,2159,n/e,36731,n/e,n/e,0,198,94,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,355,n/e,n/e,n/e,434,0,124,n/e,n/e,n/e,829,,5653,1968,n/e,36574,n/e,n/e,0,198,90,2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,356,n/e,n/e,n/e,435,0,123,n/e,n/e,n/e,492,,5586,1868,n/e,35423,n/e,n/e,0,192,83,2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,355,n/e,n/e,n/e,434,0,124,n/e,n/e,n/e,,505,5446,1751,n/e,35062,n/e,n/e,0,194,44,2517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,353,n/e,n/e,n/e,434,0,123,n/e,n/e,n/e,,796,5309,1776,n/e,35014,n/e,n/e,0,195,18,2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,355,n/e,n/e,n/e,435,0,124,n/e,n/e,n/e,,960,5235,1885,n/e,34633,n/e,n/e,507,191,6,2492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,354,n/e,n/e,n/e,435,0,124,n/e,n/e,n/e,,1299,5233,1876,n/e,33945,n/e,n/e,1523,190,23,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,353,n/e,n/e,n/e,433,0,123,n/e,n/e,n/e,,1334,5182,1881,n/e,31500,n/e,n/e,3711,190,32,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,353,n/e,n/e,n/e,430,0,123,n/e,n/e,n/e,,1345,5164,1870,n/e,29432,n/e,n/e,6354,190,33,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,353,n/e,n/e,n/e,430,0,124,n/e,n/e,n/e,,1484,5142,1808,n/e,28602,n/e,n/e,8692,190,29,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,354,n/e,n/e,n/e,431,0,124,n/e,n/e,n/e,,1380,5125,1723,n/e,28402,n/e,n/e,7786,190,16,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,354,n/e,n/e,n/e,432,0,123,n/e,n/e,n/e,,1506,5247,1750,n/e,27812,n/e,n/e,7958,189,18,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,349,n/e,n/e,n/e,431,0,124,n/e,n/e,n/e,,1352,5293,1696,n/e,26902,n/e,n/e,7796,188,31,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,347,n/e,n/e,n/e,430,0,124,n/e,n/e,n/e,,1814,5275,1675,n/e,26870,n/e,n/e,7699,189,22,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,349,n/e,n/e,n/e,429,0,124,n/e,n/e,n/e,,1424,5250,1689,n/e,27176,n/e,n/e,7112,190,9,1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,352,n/e,n/e,n/e,427,0,124,n/e,n/e,n/e,,1253,5263,1722,n/e,28345,n/e,n/e,6471,191,13,1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,354,n/e,n/e,n/e,427,0,124,n/e,n/e,n/e,,1230,5326,1708,n/e,30836,n/e,n/e,7458,187,3,1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,352,n/e,n/e,n/e,427,0,124,n/e,n/e,n/e,,994,5409,1767,n/e,35405,n/e,n/e,5660,189,0,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,352,n/e,n/e,n/e,426,0,123,n/e,n/e,n/e,242,,5557,2215,n/e,37814,n/e,n/e,3246,192,0,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,352,n/e,n/e,n/e,428,0,124,n/e,n/e,n/e,1045,,5771,2374,n/e,38935,n/e,n/e,1328,194,0,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,351,n/e,n/e,n/e,431,0,123,n/e,n/e,n/e,1872,,5863,2649,n/e,38906,n/e,n/e,452,197,0,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,348,n/e,n/e,n/e,431,0,124,n/e,n/e,n/e,2202,,5963,2786,n/e,39040,n/e,n/e,279,196,3,2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,347,n/e,n/e,n/e,429,0,124,n/e,n/e,n/e,2141,,5918,2483,n/e,38995,n/e,n/e,0,197,4,2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,351,n/e,n/e,n/e,432,0,124,n/e,n/e,n/e,1189,,6013,2170,n/e,38185,n/e,n/e,0,198,12,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,352,n/e,n/e,n/e,434,0,124,n/e,n/e,n/e,285,,5854,1877,n/e,37516,n/e,n/e,0,199,6,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,352,n/e,n/e,n/e,436,0,124,n/e,n/e,n/e,,317,5802,2006,n/e,37415,n/e,n/e,0,198,2,3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,353,n/e,n/e,n/e,438,0,124,n/e,n/e,n/e,,942,5734,1793,n/e,37761,n/e,n/e,0,200,3,3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,353,n/e,n/e,n/e,438,0,124,n/e,n/e,n/e,,790,5725,1857,n/e,37912,n/e,n/e,0,200,14,3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,354,n/e,n/e,n/e,438,0,124,n/e,n/e,n/e,,1448,5650,1837,n/e,38339,n/e,n/e,0,199,17,2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,354,n/e,n/e,n/e,437,0,124,n/e,n/e,n/e,,456,5595,2035,n/e,38857,n/e,n/e,576,202,12,2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,358,n/e,n/e,n/e,438,0,124,n/e,n/e,n/e,1545,,5587,2288,n/e,39469,n/e,n/e,1832,193,22,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,355,n/e,n/e,n/e,437,0,124,n/e,n/e,n/e,1798,,5514,2064,n/e,39538,n/e,n/e,4730,188,29,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,355,n/e,n/e,n/e,434,0,124,n/e,n/e,n/e,1581,,5472,2033,n/e,39457,n/e,n/e,8099,182,20,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,354,n/e,n/e,n/e,433,0,124,n/e,n/e,n/e,233,,5322,2079,n/e,38316,n/e,n/e,10946,182,15,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,354,n/e,n/e,n/e,428,0,124,n/e,n/e,n/e,,401,5317,1848,n/e,37958,n/e,n/e,12878,176,7,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,355,n/e,n/e,n/e,419,0,124,n/e,n/e,n/e,,230,5383,1979,n/e,37519,n/e,n/e,13910,182,0,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,355,n/e,n/e,n/e,419,0,124,n/e,n/e,n/e,,565,5480,1952,n/e,37248,n/e,n/e,13879,181,11,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,357,n/e,n/e,n/e,424,0,124,n/e,n/e,n/e,,961,5504,1948,n/e,37883,n/e,n/e,13064,172,19,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,357,n/e,n/e,n/e,469,0,124,n/e,n/e,n/e,,1056,5477,1903,n/e,37951,n/e,n/e,11795,171,22,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,355,n/e,n/e,n/e,530,0,124,n/e,n/e,n/e,,724,5659,1982,n/e,37499,n/e,n/e,10389,168,39,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,352,n/e,n/e,n/e,716,0,124,n/e,n/e,n/e,481,,5759,1938,n/e,38093,n/e,n/e,8486,181,49,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,348,n/e,n/e,n/e,1032,0,124,n/e,n/e,n/e,950,,5715,2052,n/e,38605,n/e,n/e,6182,186,67,2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,347,n/e,n/e,n/e,1363,0,124,n/e,n/e,n/e,1776,,5895,2268,n/e,39018,n/e,n/e,3547,187,125,2198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,349,n/e,n/e,n/e,1376,0,124,n/e,n/e,n/e,1967,,6090,2250,n/e,39128,n/e,n/e,1333,190,159,2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,358,n/e,n/e,n/e,1461,0,124,n/e,n/e,n/e,2070,,6114,2335,n/e,39362,n/e,n/e,439,195,158,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,351,n/e,n/e,n/e,1750,0,123,n/e,n/e,n/e,2098,,6183,2526,n/e,39417,n/e,n/e,263,198,280,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,343,n/e,n/e,n/e,1734,0,124,n/e,n/e,n/e,1627,,5999,2320,n/e,39285,n/e,n/e,0,196,274,4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,344,n/e,n/e,n/e,1220,0,124,n/e,n/e,n/e,503,,5806,2074,n/e,38834,n/e,n/e,0,197,298,4738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,342,n/e,n/e,n/e,667,0,124,n/e,n/e,n/e,,387,5816,1886,n/e,39147,n/e,n/e,0,199,290,4682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,342,n/e,n/e,n/e,454,0,124,n/e,n/e,n/e,,815,5745,1667,n/e,38347,n/e,n/e,0,199,252,4422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,341,n/e,n/e,n/e,387,0,124,n/e,n/e,n/e,,1271,5700,1575,n/e,38373,n/e,n/e,0,196,207,3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,343,n/e,n/e,n/e,383,0,124,n/e,n/e,n/e,,1359,5701,1519,n/e,38376,n/e,n/e,0,187,194,3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,341,n/e,n/e,n/e,378,0,124,n/e,n/e,n/e,,1359,5651,1577,n/e,39079,n/e,n/e,0,188,210,3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,341,n/e,n/e,n/e,385,0,124,n/e,n/e,n/e,,1,5798,1929,n/e,40155,n/e,n/e,543,184,207,3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,341,n/e,n/e,n/e,384,0,124,n/e,n/e,n/e,1003,,5794,2126,n/e,40188,n/e,n/e,1810,185,209,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,340,n/e,n/e,n/e,385,0,124,n/e,n/e,n/e,1517,,5780,2141,n/e,40420,n/e,n/e,4660,186,192,1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
