MTU,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,340,n/e,n/e,n/e,488,0,204,n/e,n/e,n/e,,675,5981,2076,n/e,40535,n/e,n/e,0,178,55,3166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,339,n/e,n/e,n/e,473,0,179,n/e,n/e,n/e,,844,5917,1996,n/e,39783,n/e,n/e,0,177,33,2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,340,n/e,n/e,n/e,457,0,124,n/e,n/e,n/e,,450,5948,1999,n/e,38896,n/e,n/e,0,177,79,2916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,340,n/e,n/e,n/e,460,0,124,n/e,n/e,n/e,526,,6023,2120,n/e,39186,n/e,n/e,533,174,137,2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,340,n/e,n/e,n/e,467,0,124,n/e,n/e,n/e,1668,,6116,2499,n/e,39970,n/e,n/e,1314,176,148,2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,340,n/e,n/e,n/e,431,0,88,n/e,n/e,n/e,1637,,5657,2405,n/e,39863,n/e,n/e,3025,137,251,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,340,n/e,n/e,n/e,322,0,11,n/e,n/e,n/e,1491,,5940,2491,n/e,39937,n/e,n/e,4969,74,194,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,344,n/e,n/e,n/e,324,0,11,n/e,n/e,n/e,933,,5752,2336,n/e,40138,n/e,n/e,6849,78,211,2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,345,n/e,n/e,n/e,325,0,11,n/e,n/e,n/e,399,,5802,2235,n/e,39871,n/e,n/e,8190,78,231,2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,344,n/e,n/e,n/e,318,0,11,n/e,n/e,n/e,29,,5729,2126,n/e,39249,n/e,n/e,9347,76,158,2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,340,n/e,n/e,n/e,322,0,11,n/e,n/e,n/e,,340,5517,2012,n/e,38707,n/e,n/e,9930,76,122,2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,336,n/e,n/e,n/e,327,0,11,n/e,n/e,n/e,,703,5343,1800,n/e,38626,n/e,n/e,9741,77,106,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,336,n/e,n/e,n/e,321,0,11,n/e,n/e,n/e,,854,5363,1514,n/e,37409,n/e,n/e,8990,79,160,2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,343,n/e,n/e,n/e,323,0,11,n/e,n/e,n/e,,419,5422,1680,n/e,37389,n/e,n/e,8027,80,222,2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,348,n/e,n/e,n/e,322,0,11,n/e,n/e,n/e,144,,5658,2131,n/e,38099,n/e,n/e,6327,84,255,2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,347,n/e,n/e,n/e,319,0,11,n/e,n/e,n/e,1088,,5934,2310,n/e,38369,n/e,n/e,4536,85,223,2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,347,n/e,n/e,n/e,316,0,11,n/e,n/e,n/e,1896,,6102,2517,n/e,38588,n/e,n/e,2412,85,266,2678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,348,n/e,n/e,n/e,313,0,11,n/e,n/e,n/e,2010,,6004,2702,n/e,38928,n/e,n/e,911,86,214,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,348,n/e,n/e,n/e,314,0,11,n/e,n/e,n/e,1300,,6183,2622,n/e,38567,n/e,n/e,356,88,214,3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,344,n/e,n/e,n/e,315,0,11,n/e,n/e,n/e,1754,,6279,2728,n/e,38789,n/e,n/e,261,90,243,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,337,n/e,n/e,n/e,312,0,11,n/e,n/e,n/e,1960,,6296,2717,n/e,38971,n/e,n/e,0,88,302,3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,330,n/e,n/e,n/e,313,0,11,n/e,n/e,n/e,1382,,6044,2369,n/e,38558,n/e,n/e,0,88,376,2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,325,n/e,n/e,n/e,312,0,11,n/e,n/e,n/e,1002,,5739,2273,n/e,38572,n/e,n/e,0,90,413,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,325,n/e,n/e,n/e,337,0,11,n/e,n/e,n/e,494,,5550,2205,n/e,38598,n/e,n/e,0,90,535,2856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,323,n/e,n/e,n/e,320,0,11,n/e,n/e,n/e,,385,5522,1909,n/e,38079,n/e,n/e,0,90,673,3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,323,n/e,n/e,n/e,310,0,11,n/e,n/e,n/e,,964,5494,1753,n/e,38158,n/e,n/e,0,92,629,3212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,324,n/e,n/e,n/e,310,0,11,n/e,n/e,n/e,,242,5646,1901,n/e,38228,n/e,n/e,0,91,895,3173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,323,n/e,n/e,n/e,312,0,11,n/e,n/e,n/e,670,,5832,2074,n/e,38647,n/e,n/e,442,80,888,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,323,n/e,n/e,n/e,316,0,11,n/e,n/e,n/e,1527,,5925,2421,n/e,39090,n/e,n/e,1254,76,920,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,323,n/e,n/e,n/e,325,0,11,n/e,n/e,n/e,1697,,5870,2497,n/e,39412,n/e,n/e,2794,60,808,3579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,323,n/e,n/e,n/e,517,0,237,n/e,n/e,n/e,1806,,5958,2472,n/e,39378,n/e,n/e,4666,141,958,3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,323,n/e,n/e,n/e,562,0,351,n/e,n/e,n/e,1093,,5814,2113,n/e,38865,n/e,n/e,6207,158,1141,3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,327,n/e,n/e,n/e,557,0,286,n/e,n/e,n/e,746,,5767,2016,n/e,38545,n/e,n/e,7432,165,1255,3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,325,n/e,n/e,n/e,539,0,214,n/e,n/e,n/e,269,,5798,2017,n/e,38399,n/e,n/e,9262,172,1102,3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,320,n/e,n/e,n/e,496,0,124,n/e,n/e,n/e,,28,5721,1859,n/e,38272,n/e,n/e,9735,175,998,4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,318,n/e,n/e,n/e,491,0,124,n/e,n/e,n/e,,682,5490,1809,n/e,37971,n/e,n/e,9241,181,1003,4008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,323,n/e,n/e,n/e,487,0,124,n/e,n/e,n/e,,707,5471,1895,n/e,38005,n/e,n/e,8655,197,1095,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,320,n/e,n/e,n/e,516,0,124,n/e,n/e,n/e,,714,5539,1908,n/e,37249,n/e,n/e,7536,197,1090,3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,323,n/e,n/e,n/e,543,0,124,n/e,n/e,n/e,,207,5777,2001,n/e,36999,n/e,n/e,6191,193,1092,4309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,325,n/e,n/e,n/e,570,0,124,n/e,n/e,n/e,751,,5943,1989,n/e,37448,n/e,n/e,4361,195,1005,4901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,325,n/e,n/e,n/e,701,0,124,n/e,n/e,n/e,1733,,6219,2363,n/e,37823,n/e,n/e,2558,200,969,4778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,325,n/e,n/e,n/e,869,0,124,n/e,n/e,n/e,1692,,6310,2489,n/e,38028,n/e,n/e,1079,202,981,4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,325,n/e,n/e,n/e,920,0,124,n/e,n/e,n/e,1430,,6387,2364,n/e,38995,n/e,n/e,388,201,986,5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,325,n/e,n/e,n/e,906,0,124,n/e,n/e,n/e,1486,,6464,2309,n/e,39210,n/e,n/e,248,202,926,5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,325,n/e,n/e,n/e,898,0,123,n/e,n/e,n/e,1448,,6482,2341,n/e,39224,n/e,n/e,0,204,963,5683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,326,n/e,n/e,n/e,852,0,124,n/e,n/e,n/e,930,,6287,2010,n/e,38399,n/e,n/e,0,206,935,5151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,326,n/e,n/e,n/e,843,0,124,n/e,n/e,n/e,,116,6130,1848,n/e,36857,n/e,n/e,0,208,882,5074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,326,n/e,n/e,n/e,842,0,124,n/e,n/e,n/e,,318,5911,1899,n/e,37580,n/e,n/e,0,207,826,4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,328,n/e,n/e,n/e,841,0,124,n/e,n/e,n/e,,622,5860,1777,n/e,37340,n/e,n/e,0,207,837,4829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,328,n/e,n/e,n/e,871,0,124,n/e,n/e,n/e,,661,5780,1749,n/e,37436,n/e,n/e,0,207,817,4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,329,n/e,n/e,n/e,906,0,124,n/e,n/e,n/e,,680,5866,1785,n/e,37622,n/e,n/e,0,203,743,4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,330,n/e,n/e,n/e,954,0,124,n/e,n/e,n/e,,124,5992,1811,n/e,37276,n/e,n/e,353,201,568,3817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,328,n/e,n/e,n/e,1165,0,124,n/e,n/e,n/e,1457,,6057,2209,n/e,38337,n/e,n/e,762,195,513,3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,340,n/e,n/e,n/e,1164,0,124,n/e,n/e,n/e,1228,,6149,2459,n/e,38543,n/e,n/e,1519,196,426,2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,348,n/e,n/e,n/e,921,0,124,n/e,n/e,n/e,1131,,5910,2308,n/e,38511,n/e,n/e,2560,192,309,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,346,n/e,n/e,n/e,1145,0,124,n/e,n/e,n/e,1100,,5691,2303,n/e,38648,n/e,n/e,3778,193,347,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,346,n/e,n/e,n/e,972,0,124,n/e,n/e,n/e,749,,5685,2125,n/e,38490,n/e,n/e,4739,193,366,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,350,n/e,n/e,n/e,1041,0,124,n/e,n/e,n/e,627,,5651,2078,n/e,38733,n/e,n/e,5692,196,322,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,350,n/e,n/e,n/e,937,0,124,n/e,n/e,n/e,471,,5532,1969,n/e,38892,n/e,n/e,5879,197,333,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,347,n/e,n/e,n/e,1032,0,124,n/e,n/e,n/e,,79,5494,1841,n/e,38735,n/e,n/e,6189,198,193,2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,347,n/e,n/e,n/e,1122,0,124,n/e,n/e,n/e,,70,5450,2008,n/e,39076,n/e,n/e,6086,199,165,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,348,n/e,n/e,n/e,1193,0,124,n/e,n/e,n/e,231,,5513,2141,n/e,39169,n/e,n/e,5417,198,189,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,350,n/e,n/e,n/e,1066,0,124,n/e,n/e,n/e,93,,5582,2063,n/e,39128,n/e,n/e,4168,199,290,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,350,n/e,n/e,n/e,1212,0,124,n/e,n/e,n/e,640,,5653,2276,n/e,38978,n/e,n/e,2901,199,443,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,350,n/e,n/e,n/e,1463,0,124,n/e,n/e,n/e,1162,,5926,2612,n/e,39544,n/e,n/e,1709,198,348,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,341,n/e,n/e,n/e,1471,0,124,n/e,n/e,n/e,1181,,5951,2680,n/e,39431,n/e,n/e,774,197,310,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,347,n/e,n/e,n/e,1224,0,124,n/e,n/e,n/e,1334,,6006,2669,n/e,39719,n/e,n/e,344,196,225,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,348,n/e,n/e,n/e,1414,0,124,n/e,n/e,n/e,1530,,6095,2669,n/e,39748,n/e,n/e,246,195,155,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,348,n/e,n/e,n/e,1445,0,124,n/e,n/e,n/e,1512,,6159,2581,n/e,39848,n/e,n/e,0,198,138,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.06.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,348,n/e,n/e,n/e,1277,0,124,n/e,n/e,n/e,906,,5893,2487,n/e,39692,n/e,n/e,0,198,88,1681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,347,n/e,n/e,n/e,1234,0,124,n/e,n/e,n/e,350,,5798,2289,n/e,39353,n/e,n/e,0,194,62,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,349,n/e,n/e,n/e,1298,0,124,n/e,n/e,n/e,246,,5643,2232,n/e,39129,n/e,n/e,0,194,42,1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,350,n/e,n/e,n/e,1372,0,124,n/e,n/e,n/e,40,,5528,2169,n/e,39233,n/e,n/e,0,190,25,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,350,n/e,n/e,n/e,1387,0,124,n/e,n/e,n/e,,13,5583,1879,n/e,39235,n/e,n/e,0,186,32,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,349,n/e,n/e,n/e,1463,0,124,n/e,n/e,n/e,,65,5618,2171,n/e,39074,n/e,n/e,0,190,2,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,350,n/e,n/e,n/e,1640,0,124,n/e,n/e,n/e,480,,5730,2432,n/e,39200,n/e,n/e,380,195,0,1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,349,n/e,n/e,n/e,2196,0,124,n/e,n/e,n/e,1412,,5910,2562,n/e,38784,n/e,n/e,945,187,0,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,346,n/e,n/e,n/e,2281,0,124,n/e,n/e,n/e,1529,,5941,2626,n/e,38381,n/e,n/e,2469,190,0,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,346,n/e,n/e,n/e,2399,0,124,n/e,n/e,n/e,1173,,5767,2381,n/e,38574,n/e,n/e,4289,190,5,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,349,n/e,n/e,n/e,2138,0,124,n/e,n/e,n/e,874,,5668,2251,n/e,38379,n/e,n/e,6060,191,3,2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,347,n/e,n/e,n/e,1915,0,124,n/e,n/e,n/e,386,,5708,1968,n/e,38081,n/e,n/e,7759,192,75,2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,345,n/e,n/e,n/e,1929,0,123,n/e,n/e,n/e,,84,5713,1923,n/e,38344,n/e,n/e,9095,191,181,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,343,n/e,n/e,n/e,1882,0,123,n/e,n/e,n/e,,334,5635,1792,n/e,38298,n/e,n/e,9566,192,239,3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,340,n/e,n/e,n/e,1547,0,128,n/e,n/e,n/e,,805,5341,1847,n/e,38129,n/e,n/e,9567,194,251,3901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,342,n/e,n/e,n/e,693,0,219,n/e,n/e,n/e,,835,5258,1775,n/e,37157,n/e,n/e,9170,195,297,4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,345,n/e,n/e,n/e,458,0,124,n/e,n/e,n/e,,950,5239,1838,n/e,36673,n/e,n/e,8422,196,317,4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,347,n/e,n/e,n/e,460,0,124,n/e,n/e,n/e,,781,5374,1836,n/e,37299,n/e,n/e,6875,196,303,5083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,352,n/e,n/e,n/e,459,0,124,n/e,n/e,n/e,,144,5520,2018,n/e,37699,n/e,n/e,5030,194,310,4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
